0,42.186357,-122.654850
1,42.163881,-122.720311
2,42.173421,-122.755394
3,42.164139,-122.663713
4,42.222735,-122.675591
5,42.214501,-122.655287
6,42.150502,-122.669473
7,42.219391,-122.725772
8,42.223129,-122.716621
9,42.209878,-122.717873
10,42.179122,-122.687187
11,42.173119,-122.645067
12,42.202041,-122.740917
13,42.165601,-122.656414
14,42.194358,-122.642385
15,42.162401,-122.678122
16,42.171471,-122.695252
17,42.185605,-122.753204
18,42.198851,-122.727396
19,42.219120,-122.686714
20,42.208984,-122.694377
21,42.154532,-122.680426
22,42.172867,-122.715591
23,42.200753,-122.656056
24,42.216085,-122.695705
25,42.178902,-122.723417
26,42.172067,-122.669176
27,42.229009,-122.689325
28,42.157671,-122.697730
29,42.167025,-122.642919
30,42.192630,-122.728068
31,42.222632,-122.707062
32,42.227798,-122.705304
33,42.202692,-122.686288
34,42.216187,-122.657020
35,42.141397,-122.701850
36,42.203081,-122.734646
37,42.199748,-122.742772
38,42.193231,-122.676477
39,42.176879,-122.685964
40,42.219365,-122.736402
41,42.167869,-122.707723
42,42.200313,-122.695097
43,42.199759,-122.739232
44,42.195602,-122.686780
45,42.181836,-122.715306
46,42.224629,-122.696013
47,42.164807,-122.712510
48,42.224827,-122.689383
49,42.221713,-122.666072
50,42.144250,-122.684592
51,42.206291,-122.686602
52,42.211837,-122.711045
53,42.196396,-122.656196
54,42.189675,-122.653168
55,42.210944,-122.711553
56,42.201901,-122.668971
57,42.220658,-122.680852
58,42.204206,-122.643456
59,42.191493,-122.642287
60,42.204892,-122.738787
61,42.193985,-122.649210
62,42.199982,-122.643824
63,42.201587,-122.725538
64,42.206321,-122.719015
65,42.197326,-122.723897
66,42.208859,-122.682730
67,42.163734,-122.645314
68,42.218732,-122.737695
69,42.184533,-122.672837
70,42.222598,-122.677188
71,42.150019,-122.697389
72,42.142440,-122.690293
73,42.190112,-122.720701
74,42.161881,-122.727520
75,42.163018,-122.695543
76,42.161008,-122.739238
77,42.151602,-122.723747
78,42.206098,-122.746253
79,42.194082,-122.688386
80,42.222692,-122.685910
81,42.221585,-122.675827
82,42.190911,-122.660151
83,42.215933,-122.722940
84,42.176808,-122.637668
85,42.188259,-122.676682
86,42.174690,-122.734112
87,42.227870,-122.712026
88,42.199278,-122.658146
89,42.175790,-122.698755
90,42.173211,-122.686052
91,42.219396,-122.722734
92,42.169634,-122.749460
93,42.184900,-122.741335
94,42.202295,-122.726070
95,42.217212,-122.714506
96,42.226079,-122.697136
97,42.225259,-122.715056
98,42.209400,-122.672342
99,42.186020,-122.719535
100,42.205174,-122.654785
101,42.212266,-122.657698
102,42.166009,-122.741935
103,42.185823,-122.654218
104,42.200510,-122.714054
105,42.163855,-122.707605
106,42.181456,-122.661543
107,42.172006,-122.662836
108,42.201683,-122.650749
109,42.188726,-122.753953
110,42.202884,-122.643431
111,42.148347,-122.682550
112,42.190026,-122.724158
113,42.193913,-122.748769
114,42.177105,-122.677181
115,42.175812,-122.726643
116,42.188994,-122.653374
117,42.212407,-122.724441
118,42.191928,-122.709218
119,42.181774,-122.640674
120,42.157228,-122.711552
121,42.152730,-122.667932
122,42.200767,-122.655222
123,42.197132,-122.745183
124,42.201974,-122.750029
125,42.168603,-122.711405
126,42.212237,-122.699112
127,42.180605,-122.668153
128,42.172067,-122.750513
129,42.203134,-122.710091
130,42.177321,-122.708719
131,42.187870,-122.738709
132,42.199506,-122.723962
133,42.146196,-122.697611
134,42.205690,-122.706461
135,42.195658,-122.743411
136,42.219987,-122.691155
137,42.199253,-122.645173
138,42.211880,-122.658188
139,42.189021,-122.647701
140,42.217951,-122.734677
141,42.180532,-122.740674
142,42.159038,-122.710680
143,42.148999,-122.705979
144,42.176064,-122.741109
145,42.215883,-122.736081
146,42.197868,-122.683976
147,42.199242,-122.717198
148,42.216523,-122.657515
149,42.143801,-122.676529
150,42.183194,-122.648026
151,42.189870,-122.753713
152,42.142823,-122.704234
153,42.213231,-122.676475
154,42.218464,-122.699715
155,42.218896,-122.656157
156,42.218318,-122.665793
157,42.156461,-122.673498
158,42.156574,-122.713700
159,42.177349,-122.648309
160,42.224738,-122.672452
161,42.165284,-122.655493
162,42.172069,-122.674334
163,42.209626,-122.675021
164,42.168143,-122.689617
165,42.173879,-122.703606
166,42.217355,-122.710524
167,42.212449,-122.675939
168,42.222218,-122.698187
169,42.220109,-122.677804
170,42.221684,-122.666958
171,42.208293,-122.672500
172,42.222562,-122.673458
173,42.215900,-122.728170
174,42.212743,-122.692891
175,42.212805,-122.724426
176,42.204558,-122.727838
177,42.156199,-122.676410
178,42.198836,-122.650957
179,42.185076,-122.743790
180,42.194511,-122.643989
181,42.146957,-122.688757
182,42.152008,-122.669387
183,42.202600,-122.665265
184,42.172784,-122.670946
185,42.177910,-122.674805
186,42.203027,-122.710495
187,42.155209,-122.659450
188,42.223657,-122.720191
189,42.188851,-122.684821
190,42.157501,-122.707689
191,42.207048,-122.673729
192,42.205269,-122.720657
193,42.177965,-122.686754
194,42.167121,-122.677641
195,42.169729,-122.667267
196,42.206526,-122.643753
197,42.216075,-122.713742
198,42.175617,-122.725409
199,42.155318,-122.708101
200,42.144615,-122.689134
201,42.203214,-122.724520
202,42.223982,-122.702937
203,42.157028,-122.727198
204,42.185723,-122.673059
205,42.161474,-122.674258
206,42.188418,-122.658392
207,42.180102,-122.678873
208,42.156202,-122.727026
209,42.205009,-122.663172
210,42.161396,-122.715289
211,42.176080,-122.677669
212,42.203725,-122.683600
213,42.216877,-122.689679
214,42.194181,-122.748754
215,42.143223,-122.714544
216,42.161384,-122.741648
217,42.179672,-122.743799
218,42.158050,-122.654097
219,42.170605,-122.651511
220,42.171422,-122.691232
221,42.194254,-122.638061
222,42.199593,-122.713096
223,42.216361,-122.705319
224,42.208849,-122.745680
225,42.208109,-122.701085
226,42.155414,-122.700197
227,42.214259,-122.656439
228,42.187796,-122.642633
229,42.203029,-122.689786
230,42.159626,-122.673503
231,42.147658,-122.717928
232,42.186431,-122.661137
233,42.205492,-122.683806
234,42.220161,-122.685431
235,42.209574,-122.690867
236,42.217059,-122.686797
237,42.171435,-122.649559
238,42.167863,-122.699168
239,42.166784,-122.689888
240,42.173092,-122.683705
241,42.229718,-122.707035
242,42.213859,-122.728845
243,42.173636,-122.719507
244,42.216555,-122.671648
245,42.210287,-122.713919
246,42.206045,-122.673520
247,42.151802,-122.728800
248,42.196730,-122.706358
249,42.194902,-122.686048
250,42.187870,-122.650005
251,42.223668,-122.687751
252,42.200200,-122.711744
253,42.182296,-122.679081
254,42.154005,-122.718156
255,42.148982,-122.708271
256,42.162791,-122.665309
257,42.151889,-122.707101
258,42.154984,-122.740945
259,42.159597,-122.688869
260,42.145961,-122.680161
261,42.162669,-122.684937
262,42.168103,-122.717682
263,42.212200,-122.661669
264,42.173837,-122.672957
265,42.170109,-122.719538
266,42.168055,-122.645375
267,42.226524,-122.688389
268,42.175054,-122.728953
269,42.209022,-122.686471
270,42.211314,-122.700966
271,42.229824,-122.694964
272,42.171990,-122.698640
273,42.175519,-122.675606
274,42.223744,-122.707270
275,42.194026,-122.663055
276,42.220908,-122.692519
277,42.166598,-122.750770
278,42.191207,-122.682832
279,42.201630,-122.747218
280,42.144615,-122.683259
281,42.176697,-122.684236
282,42.154479,-122.656041
283,42.213211,-122.662135
